API,Well,Date,Oil,Water,Gas,Gas Sales,Gas Flared,Gas Vented,TP,CP,DownHours,Comments
3505123671,ARRINGTON 1-23H,1/1/2017,15,121.67,807.1,763.1,0,0,140,691,0,
3505123671,ARRINGTON 1-23H,1/2/2017,16.76,126.76,804.3,760.3,0,0,133,701,0,
3505123671,ARRINGTON 1-23H,1/3/2017,16.67,115,804.6,760.6,0,0,129,703,0,
3505123671,ARRINGTON 1-23H,1/4/2017,15,120,801,757,0,0,133,705,0,
3505123671,ARRINGTON 1-23H,1/5/2017,20.01,120,762.2,718.2,0,0,173,720,0,"10 9676, 220 CM, 200 BM."
3505123671,ARRINGTON 1-23H,1/6/2017,16.67,112.67,814.4,770.4,0,0,105,686,0,
3505123671,ARRINGTON 1-23H,1/7/2017,15,110,808.2,764.2,0,0,102,692,0,
3505123671,ARRINGTON 1-23H,1/8/2017,15,133.33,805.3,761.3,0,0,124,688,0,
3505123671,ARRINGTON 1-23H,1/9/2017,16.67,116.67,801,757,0,0,112,693,0,
3505123671,ARRINGTON 1-23H,1/10/2017,19.73,116.67,805.6,761.6,0,0,124,685,0,
3505123671,ARRINGTON 1-23H,1/11/2017,16.67,115.33,805.9,761.9,0,0,128,687,0,
3505123671,ARRINGTON 1-23H,1/12/2017,15,115,806.6,762.6,0,0,131,695,0,"190 CM, 190 BM."
3505123671,ARRINGTON 1-23H,1/13/2017,13.34,111.67,808.1,764.1,0,0,116.17,696.72,0,
3505123671,ARRINGTON 1-23H,1/14/2017,11.65,128.36,807,763,0,0,122.99,691.2,0,
3505123671,ARRINGTON 1-23H,1/15/2017,13.32,108.36,807.56,763.56,0,0,117.78,693.63,0,
3505123671,ARRINGTON 1-23H,1/16/2017,13.34,120,807.7,763.7,0,0,115.21,679.85,0,
3505123671,ARRINGTON 1-23H,1/17/2017,13.3,132.04,807.7,763.7,0,0,119,648,0,
3505123671,ARRINGTON 1-23H,1/18/2017,9.98,122.36,807.6,763.6,0,0,118,690,0,
3505123671,ARRINGTON 1-23H,1/19/2017,11.65,128.69,807.07,763.07,0,0,118,689,0,"180 BM, 190 CM."
3505123671,ARRINGTON 1-23H,1/20/2017,17.82,118.33,808.1,764.1,0,0,121,690,0,
3505123671,ARRINGTON 1-23H,1/21/2017,15.06,123.33,809.1,765.1,0,0,117,692,0,
3505123671,ARRINGTON 1-23H,1/22/2017,18.34,111.67,809.5,765.5,0,0,118,680,0,
3505123671,ARRINGTON 1-23H,1/23/2017,13.34,113,805,761,0,0,124,689,0,
3505123671,ARRINGTON 1-23H,1/24/2017,16.67,113.33,817.2,795.2,0,0,105,658,0,
3505123671,ARRINGTON 1-23H,1/25/2017,16.67,111.67,791.9,791.9,0,0,107,658,0,"160 BM, 160 CM."
3505123671,ARRINGTON 1-23H,1/26/2017,13.34,105,783.7,783.7,0,0,105.96,656.28,0,
3505123671,ARRINGTON 1-23H,1/27/2017,16.67,115,782.6,782.6,0,0,106,658,0,
3505123671,ARRINGTON 1-23H,1/28/2017,16.67,110,782.1,782.1,0,0,107,656,0,
3505123671,ARRINGTON 1-23H,1/29/2017,16.67,125,781.5,781.5,0,0,108,656,0,
3505123671,ARRINGTON 1-23H,1/30/2017,16.67,110,783,783,0,0,109,655,0,
3505123671,ARRINGTON 1-23H,1/31/2017,18.34,115,784.6,784.6,0,0,106,656,0,
3505123671,ARRINGTON 1-23H,2/1/2017,11.31,111.67,785,785,0,0,105,654,0,
3505123671,ARRINGTON 1-23H,2/2/2017,15.02,106.67,784,784,0,0,105,654,0,
3505123671,ARRINGTON 1-23H,2/3/2017,15,103.33,784.6,784.6,0,0,104.51,652.42,0,
3505123671,ARRINGTON 1-23H,2/4/2017,15,111.67,787.5,787.5,0,0,106.41,652.91,0,
3505123671,ARRINGTON 1-23H,2/5/2017,18.34,118.33,787.4,787.4,0,0,106.37,653.33,0,
3505123671,ARRINGTON 1-23H,2/6/2017,13.34,105,787.7,787.7,0,0,103.76,651.3,0,
3505123671,ARRINGTON 1-23H,2/7/2017,20.01,138.33,788.32,788.32,0,0,105,647,0,
3505123671,ARRINGTON 1-23H,2/8/2017,15,105,788.8,788.8,0,0,103,651,0,
3505123671,ARRINGTON 1-23H,2/9/2017,15,114,788.6,788.6,0,0,105,650,0,
3505123671,ARRINGTON 1-23H,2/10/2017,15,105,791.3,791.3,0,0,105,649,0,
3505123671,ARRINGTON 1-23H,2/11/2017,15,111.67,788.9,788.9,0,0,107,648,0,
3505123671,ARRINGTON 1-23H,2/12/2017,16.67,110,788.7,788.7,0,0,107,648,0,
3505123671,ARRINGTON 1-23H,2/13/2017,17.52,105,789.5,789.5,0,0,103,646,0,
3505123671,ARRINGTON 1-23H,2/14/2017,15,106.67,790.4,790.4,0,0,107,647,0,
3505123671,ARRINGTON 1-23H,2/15/2017,13.34,113.33,791.5,791.5,0,0,104,640,0,
3505123671,ARRINGTON 1-23H,2/16/2017,16.67,106.67,793.7,793.7,0,0,107,648,0,
3505123671,ARRINGTON 1-23H,2/17/2017,23.34,105,793.1,793.1,0,0,108,647,0,
3505123671,ARRINGTON 1-23H,2/18/2017,11.67,100,902,902,0,0,100,641,0,Rebuilt 36 FWA.
3505123671,ARRINGTON 1-23H,2/19/2017,15,123.33,932.8,932.8,0,0,99,641,0,
3505123671,ARRINGTON 1-23H,2/20/2017,16.67,90,933.1,933.1,0,0,97,639,0,
3505123671,ARRINGTON 1-23H,2/21/2017,13.34,105,933.9,933.9,0,0,102,639,0,
3505123671,ARRINGTON 1-23H,2/22/2017,16.67,108.33,935.4,935.4,0,0,102,638,0,
3505123671,ARRINGTON 1-23H,2/23/2017,18.34,90,934.3,934.3,0,0,102,640,0,
3505123671,ARRINGTON 1-23H,2/24/2017,14.17,108.33,935.2,935.2,0,0,99.58,638.59,0,
3505123671,ARRINGTON 1-23H,2/25/2017,14.32,103.33,937.9,937.9,0,0,100.83,639.39,0,
3505123671,ARRINGTON 1-23H,2/26/2017,15.02,111.67,938.95,938.95,0,0,99.49,638.09,0,
3505123671,ARRINGTON 1-23H,2/27/2017,15.02,103.33,937.9,937.9,0,0,101.38,637.48,0,
3505123671,ARRINGTON 1-23H,2/28/2017,18.35,111.67,937.6,937.6,0,0,97,635,0,
3505123671,ARRINGTON 1-23H,3/1/2017,16.68,104,938.66,938.66,0,0,97,638,0,
3505123671,ARRINGTON 1-23H,3/2/2017,15.02,98.33,941.2,941.2,0,0,104,637,0,
3505123671,ARRINGTON 1-23H,3/3/2017,15.02,100,940.6,940.6,0,0,101,635,0,
3505123671,ARRINGTON 1-23H,3/4/2017,15.02,100,939.5,939.5,0,0,97,636,0,
3505123671,ARRINGTON 1-23H,3/5/2017,15.02,120,940.6,940.6,0,0,95,634,0,
3505123671,ARRINGTON 1-23H,3/6/2017,21.69,106.67,740.6,740.6,0,0,96,634,0,
3505123591,AULD 1-10H,1/1/2017,3.34,21.67,857.6,857.6,0,0,80,410,0,
3505123591,AULD 1-10H,1/2/2017,8.35,16.67,850.7,850.7,0,0,80,400,0,
3505123591,AULD 1-10H,1/3/2017,6.68,21.67,855.8,855.8,0,0,80,405,0,
3505123591,AULD 1-10H,1/4/2017,3.34,26.67,854,854,0,0,80,410,0,
3505123591,AULD 1-10H,1/5/2017,5.01,8.33,782.7,782.7,0,0,80,420,0,"30 9676, 165 1500 WH, 110 1500 B, 180 M."
3505123591,AULD 1-10H,1/6/2017,6.68,26.67,905.6,905.6,0,0,80,420,0,
3505123591,AULD 1-10H,1/7/2017,6.68,21.67,863.1,863.1,0,0,80,410,0,
3505123591,AULD 1-10H,1/8/2017,5.01,21.67,855.9,855.9,0,0,70,410,0,
3505123591,AULD 1-10H,1/9/2017,5.01,33.33,852.7,852.7,0,0,80,400,0,
3505123591,AULD 1-10H,1/10/2017,8.35,21.67,849.8,849.8,0,0,80,400,0,
3505123591,AULD 1-10H,1/11/2017,5.01,25,852.9,852.9,0,0,80,400,0,
3505123591,AULD 1-10H,1/12/2017,3.34,20,851.7,851.7,0,0,80,400,0,"100 1500, 160 1550, 170 M."
3505123591,AULD 1-10H,1/13/2017,5.01,23.33,854.4,854.4,0,0,70,412,0,
3505123591,AULD 1-10H,1/14/2017,5.01,23.33,856.6,856.6,0,0,73,415,0,
3505123591,AULD 1-10H,1/15/2017,2.91,25.44,853.4,853.4,0,0,70,414,0,
3505123591,AULD 1-10H,1/16/2017,3.33,23.34,851.2,851.2,0,0,74,411,0,
3505123591,AULD 1-10H,1/17/2017,5,21.67,850,850,0,0,80,410,0,
3505123591,AULD 1-10H,1/18/2017,5.01,21.67,851.3,851.3,0,0,80,400,0,
3505123591,AULD 1-10H,1/19/2017,6.68,16.67,847.5,847.5,0,0,80,400,0,"160 M, 160 1500 WH, 95 1500 Batt."
3505123591,AULD 1-10H,1/20/2017,1.67,16.67,850,850,0,0,80,405,0,
3505123591,AULD 1-10H,1/21/2017,1.67,26.67,852,852,0,0,80,410,0,
3505123591,AULD 1-10H,1/22/2017,1.67,13.33,851.3,851.3,0,0,80,410,0,
3505123591,AULD 1-10H,1/23/2017,6.68,30,851.9,851.9,0,0,80,410,0,
3505123591,AULD 1-10H,1/24/2017,5.01,21.67,849.6,849.6,0,0,80,410,0,
3505123591,AULD 1-10H,1/25/2017,15.02,26.67,847.2,847.2,0,0,80,400,0,"85 1500 B, 160 M, 150 1500 WH."
3505123591,AULD 1-10H,1/26/2017,5.01,23.33,853.4,853.4,0,0,78,405,0,
3505123591,AULD 1-10H,1/27/2017,5.01,18.33,853,853,0,0,80,400,0,
3505123591,AULD 1-10H,1/28/2017,4.34,16.67,850.5,850.5,0,0,80,400,0,
3505123591,AULD 1-10H,1/29/2017,8.38,23.33,848.7,848.7,0,0,80,400,0,
3505123591,AULD 1-10H,1/30/2017,5.03,20,848.1,848.1,0,0,80,410,0,
3505123591,AULD 1-10H,1/31/2017,3.35,21.67,847.4,847.4,0,0,80,410,0,
3505123591,AULD 1-10H,2/1/2017,5.03,21.67,844.3,844.3,0,0,80,410,0,"75 1500, 155 M."
3505123591,AULD 1-10H,2/2/2017,5.02,23.33,846,846,0,0,80,410,0,
3505123591,AULD 1-10H,2/3/2017,4.99,26.68,848.5,848.5,0,0,68,408,0,
3505123591,AULD 1-10H,2/4/2017,3.34,20,846.5,846.5,0,0,70,410,0,
3505123591,AULD 1-10H,2/5/2017,5,21.68,843.3,843.3,0,0,75,405,0,
3505123591,AULD 1-10H,2/6/2017,5.01,20,841.3,841.3,0,0,74,402,0,
3505123591,AULD 1-10H,2/7/2017,6.68,21.67,842.8,842.8,0,0,80,410,0,
3505123591,AULD 1-10H,2/8/2017,1.67,20,844.5,844.5,0,0,80,410,0,"70 1500, 150 1700."
3505123591,AULD 1-10H,2/9/2017,5.01,31.67,846.7,846.7,0,0,80,410,0,
3505123591,AULD 1-10H,2/10/2017,3.34,20,845.5,845.5,0,0,80,410,0,
3505123591,AULD 1-10H,2/11/2017,1.67,18.33,842.9,842.9,0,0,70,410,0,
3505123591,AULD 1-10H,2/12/2017,5.01,25,839.1,839.1,0,0,80,400,0,
3505123591,AULD 1-10H,2/13/2017,11.68,20,841.1,841.1,0,0,80,405,0,
3505123591,AULD 1-10H,2/14/2017,3.34,18.33,840.2,840.2,0,0,80,405,0,
3505123591,AULD 1-10H,2/15/2017,8.35,20,835.7,835.7,0,0,80,405,0,"175 1500, 150 1700."
3505123591,AULD 1-10H,2/16/2017,3.34,15,836.6,836.6,0,0,85,405,0,
3505123591,AULD 1-10H,2/17/2017,5.01,28.33,840.1,840.1,0,0,80,400,0,
3505123591,AULD 1-10H,2/18/2017,5.01,20,842.7,842.7,0,0,70,400,0,
3505123591,AULD 1-10H,2/19/2017,3.34,16.67,845.4,845.4,0,0,80,400,0,
3505123591,AULD 1-10H,2/20/2017,5.01,25,844.05,844.05,0,0,80,410,0,
3505123591,AULD 1-10H,2/21/2017,6.68,15,842.1,842.1,0,0,80,400,0,
3505123591,AULD 1-10H,2/22/2017,5.01,21.67,845.3,845.3,0,0,80,400,0,"165 1500, 150 1700."
3505123591,AULD 1-10H,2/23/2017,3.34,18.33,845.6,845.6,0,0,80,400,0,
3505123591,AULD 1-10H,2/24/2017,6.68,23.33,842.2,842.2,0,0,70,405,0,
3505123591,AULD 1-10H,2/25/2017,5.01,20,844.5,844.5,0,0,65,400,0,
3505123591,AULD 1-10H,2/26/2017,3.34,20,845.8,845.8,0,0,68,410,0,
3505123591,AULD 1-10H,2/27/2017,6.68,24.67,843.6,843.6,0,0,67,398,0,
3505123591,AULD 1-10H,2/28/2017,6.68,11.67,839.2,839.2,0,0,80,400,0,
3505123591,AULD 1-10H,3/1/2017,5.01,18.33,838.2,838.2,0,0,80,390,0,
3505123591,AULD 1-10H,3/2/2017,3.34,26.67,843.7,843.7,0,0,60,395,0,
3505123591,AULD 1-10H,3/3/2017,5.2,23.33,841.9,841.9,0,0,70,390,0,
3505123591,AULD 1-10H,3/4/2017,3.35,16.67,838.9,838.9,0,0,70,390,0,
3505123591,AULD 1-10H,3/5/2017,6.7,23.33,838.4,838.4,0,0,70,390,0,
3505123591,AULD 1-10H,3/6/2017,3.35,18.33,838.5,838.5,0,0,80,395,0,
3505123672,BEARDEN 1-25H,1/1/2017,11.66,88.33,1607,1607,0,0,120,640,0,
3505123672,BEARDEN 1-25H,1/2/2017,18.33,56.67,1604,1604,0,0,120,640,0,
3505123672,BEARDEN 1-25H,1/3/2017,11.67,66.67,1607,1607,0,0,130,630,0,
3505123672,BEARDEN 1-25H,1/4/2017,11.67,66.67,1609,1609,0,0,135,630,0,
3505123672,BEARDEN 1-25H,1/5/2017,16.66,50,1324,1324,0,0,160,695,0,csw 9676 160 gal 
3505123672,BEARDEN 1-25H,1/6/2017,15,68.33,1775,1775,0,0,170,700,0,
3505123672,BEARDEN 1-25H,1/7/2017,11.67,60,1637,1637,0,0,170,700,0,
3505123672,BEARDEN 1-25H,1/8/2017,10,66.67,1624,1624,0,0,170,690,0,
3505123672,BEARDEN 1-25H,1/9/2017,10,63.33,1614,1614,0,0,170,670,0,
3505123672,BEARDEN 1-25H,1/10/2017,8.33,78.33,1610,1610,0,0,130,640,0,
3505123672,BEARDEN 1-25H,1/11/2017,5.53,68.34,1614,1614,0,0,130,650,0,
3505123672,BEARDEN 1-25H,1/12/2017,6.63,65.04,1612,1612,0,0,130,640,0,
3505123672,BEARDEN 1-25H,1/13/2017,8.26,88.4,1618,1618,0,0,140,680,0,
3505123672,BEARDEN 1-25H,1/14/2017,14.98,58.36,1621,1621,0,0,135,660,0,
3505123672,BEARDEN 1-25H,1/15/2017,15,78.33,1620,1620,0,0,130,640,0,
3505123672,BEARDEN 1-25H,1/16/2017,5.02,65.01,1618,1618,0,0,135,670,0,
3505123672,BEARDEN 1-25H,1/17/2017,28.76,57.01,1620,1620,0,0,130,640,0,
3505123672,BEARDEN 1-25H,1/18/2017,20,61.67,1621,1621,0,0,130,640,0,
3505123672,BEARDEN 1-25H,1/19/2017,1.67,70,1620,1620,0,0,130,640,0,csw 9676 140 gal 
3505123672,BEARDEN 1-25H,1/20/2017,13.33,50,1622,1622,0,0,130,640,0,
3505123672,BEARDEN 1-25H,1/21/2017,13.33,58.33,1622,1622,0,0,130,640,0,
3505123672,BEARDEN 1-25H,1/22/2017,10,83.33,1621,1621,0,0,140,640,0,
3505123672,BEARDEN 1-25H,1/23/2017,21.45,80,1624,1624,0,0,140,640,0,
3505123672,BEARDEN 1-25H,1/24/2017,19.99,36.67,1622,1622,0,0,130,630,0,
3505123672,BEARDEN 1-25H,1/25/2017,13.33,55,1621,1621,0,0,130,640,0,
3505123672,BEARDEN 1-25H,1/26/2017,8.33,46.67,1627,1627,0,0,130,640,0,csw 9676 130 gal
3505123672,BEARDEN 1-25H,1/27/2017,14.61,63.33,1628,1628,0,0,130,645,0,
3505123672,BEARDEN 1-25H,1/28/2017,15.01,63.33,1627,1627,0,0,130,645,0,
3505123672,BEARDEN 1-25H,1/29/2017,21.67,60,1625,1625,0,0,135,643,0,
3505123672,BEARDEN 1-25H,1/30/2017,13.33,55,1625,1625,0,0,135,640,0,
3505123672,BEARDEN 1-25H,1/31/2017,13.33,61.67,1626,1626,0,0,130,630,0,
3505123672,BEARDEN 1-25H,2/1/2017,14.63,53.33,1625,1625,0,0,120,640,0,
3505123672,BEARDEN 1-25H,2/2/2017,9.99,56.67,1627,1627,0,0,130,630,0,csw 9676 120 gal 
3505123672,BEARDEN 1-25H,2/3/2017,13.33,56.67,1629,1629,0,0,120,640,0,
3505123672,BEARDEN 1-25H,2/4/2017,16.67,51.67,1632,1632,0,0,130,640,0,
3505123672,BEARDEN 1-25H,2/5/2017,15,60,1626,1626,0,0,130,640,0,
3505123672,BEARDEN 1-25H,2/6/2017,6.67,48.33,1625,1625,0,0,135,650,0,
3505123672,BEARDEN 1-25H,2/7/2017,16.74,58.33,1623,1623,0,0,135,645,0,
3505123672,BEARDEN 1-25H,2/8/2017,15.06,58.33,1628,1628,0,0,135,640,0,
3505123672,BEARDEN 1-25H,2/9/2017,13.35,48.33,1626,1626,0,0,135,630,0,csw 9676 110 gal 
3505123672,BEARDEN 1-25H,2/10/2017,11.67,68.33,1631,1631,0,0,130,645,0,
3505123672,BEARDEN 1-25H,2/11/2017,16.68,55,1631,1631,0,0,130,650,0,
3505123672,BEARDEN 1-25H,2/12/2017,13.33,36.67,1625,1625,0,0,140,630,0,
3505123672,BEARDEN 1-25H,2/13/2017,22.05,74.14,1630,1630,0,0,130,640,0,
3505123672,BEARDEN 1-25H,2/14/2017,16.67,61.67,1630,1630,0,0,140,630,0,
3505123672,BEARDEN 1-25H,2/15/2017,10,55,1639,1639,0,0,120,640,0,replaced tubing gauge
3505123672,BEARDEN 1-25H,2/16/2017,13.31,46.69,1633,1633,0,0,122,640,0,csw 9676 100 gal 
3505123672,BEARDEN 1-25H,2/17/2017,14.99,53.33,1630,1630,0,0,122,635,0,
3505123672,BEARDEN 1-25H,2/18/2017,13.33,60,1631,1631,0,0,122,640,0,
3505123672,BEARDEN 1-25H,2/19/2017,11.67,56.67,1632,1632,0,0,125,640,0,
3505123672,BEARDEN 1-25H,2/20/2017,11.67,56.67,1630,1630,0,0,125,635,0,
3505123672,BEARDEN 1-25H,2/21/2017,11.66,63.33,1631,1631,0,0,122,630,0,
3505123672,BEARDEN 1-25H,2/22/2017,15.03,40,1638,1638,0,0,125,640,0,
3505123672,BEARDEN 1-25H,2/23/2017,14.23,66.67,1638,1638,0,0,120,620,0,csw 9676 90 gal 
3505123672,BEARDEN 1-25H,2/24/2017,13.35,53.36,1640,1640,0,0,130,620,0,
3505123672,BEARDEN 1-25H,2/25/2017,10,60,1640,1640,0,0,125,630,0,
3505123672,BEARDEN 1-25H,2/26/2017,10,46.67,1641,1641,0,0,130,625,0,
3505123672,BEARDEN 1-25H,2/27/2017,20,46.67,1638,1638,0,0,122,630,0,
3505123672,BEARDEN 1-25H,2/28/2017,15,63.33,1635,1635,0,0,122,630,0,
3505123672,BEARDEN 1-25H,3/1/2017,15,58.33,1635,1635,0,0,125,630,0,
3505123672,BEARDEN 1-25H,3/2/2017,16.66,51.67,1642,1642,0,0,131,635,0,csw 9676 80 gal 
3505123672,BEARDEN 1-25H,3/3/2017,13.33,55.33,1640,1640,0,0,125,620,0,
3505123672,BEARDEN 1-25H,3/4/2017,13.33,30,1637,1637,0,0,130,620,0,
3505123672,BEARDEN 1-25H,3/5/2017,17.63,42.5,1638,1638,0,0,130,620,0,
3505123672,BEARDEN 1-25H,3/6/2017,10,58.33,1639,1639,0,0,125,625,0,
3501123558,BERNHARDT 1-13H,1/1/2017,0,0,0,0,0,0,263,2076,24,
3501123558,BERNHARDT 1-13H,1/2/2017,0,0,0,0,0,0,332,2083,24,
3501123558,BERNHARDT 1-13H,1/3/2017,0,0,0,0,0,0,313.93,2086.89,24,
3501123558,BERNHARDT 1-13H,1/4/2017,0,0,0,0,0,0,130.44,2092.37,24,
3501123558,BERNHARDT 1-13H,1/5/2017,0,0,0,0,0,0,140.77,2096.93,24,
3501123558,BERNHARDT 1-13H,1/6/2017,0,0,0,0,0,0,110.42,2101.75,24,
3501123558,BERNHARDT 1-13H,1/7/2017,0,0,0,0,0,0,31.55,2106.31,24,
3501123558,BERNHARDT 1-13H,1/8/2017,0,0,0,0,0,0,88.73,2111.96,24,
3501123558,BERNHARDT 1-13H,1/9/2017,0,0,0,0,0,0,123.02,2128,24,
3501123558,BERNHARDT 1-13H,1/10/2017,0,0,0,0,0,0,195.54,2133.97,24,
3501123558,BERNHARDT 1-13H,1/11/2017,0,0,0,0,0,0,231.17,2138.05,24,
3501123558,BERNHARDT 1-13H,1/12/2017,0,0,0,0,0,0,141.53,2142,24,
3501123558,BERNHARDT 1-13H,1/13/2017,0,0,0,0,0,0,110,2145.38,24,
3501123558,BERNHARDT 1-13H,1/14/2017,0,0,0,0,0,0,111.97,2149.39,24,
3501123558,BERNHARDT 1-13H,1/15/2017,0,0,0,0,0,0,201,2153,24,
3501123558,BERNHARDT 1-13H,1/16/2017,0,0,0,0,0,0,220.1,2156.06,24,
3501123558,BERNHARDT 1-13H,1/17/2017,0,0,0,0,0,0,189.71,2160.18,24,
3501123558,BERNHARDT 1-13H,1/18/2017,0,0,0,0,0,0,252.33,2163.63,24,
3501123558,BERNHARDT 1-13H,1/19/2017,0,0,0,0,0,0,310.15,2166.9,24,
3501123558,BERNHARDT 1-13H,1/20/2017,0,0,0,0,0,0,274.19,2170.12,24,
3501123558,BERNHARDT 1-13H,1/21/2017,0,0,0,0,0,0,228.87,2172.92,24,
3501123558,BERNHARDT 1-13H,1/22/2017,0,0,0,0,0,0,315.47,2176.01,24,
3501123558,BERNHARDT 1-13H,1/23/2017,0,0,0,0,0,0,194.73,2178.96,24,
3501123558,BERNHARDT 1-13H,1/24/2017,535.94,547,933,933,0,0,872.16,2292.83,0,
3501123558,BERNHARDT 1-13H,1/25/2017,372.61,284,780,780,0,0,689,2451.55,0,
3501123558,BERNHARDT 1-13H,1/26/2017,623.8,501,952,952,0,0,635.9,2229.5,0,
3501123558,BERNHARDT 1-13H,1/27/2017,367.47,528,786,786,0,0,519.78,2077.35,0,
3501123558,BERNHARDT 1-13H,1/28/2017,302.24,432,597,597,0,0,466.55,1834.75,0,
3501123558,BERNHARDT 1-13H,1/29/2017,260.5,412,578,578,0,0,439.61,1864.61,0,
3501123558,BERNHARDT 1-13H,1/30/2017,266.92,460,590,590,0,0,394,1912.51,0,
3501123558,BERNHARDT 1-13H,1/31/2017,181.81,337,412,412,0,0,439,1875,0,
3501123558,BERNHARDT 1-13H,2/1/2017,219.03,388,525,525,0,0,363.52,1841.57,0,
3501123558,BERNHARDT 1-13H,2/2/2017,192.22,360,456,456,0,0,340,1817,0,pull water off tank 1
3501123558,BERNHARDT 1-13H,2/3/2017,206.71,470,569,569,0,0,327.95,1734.95,0,Well S.I. at 10:00 a.m. for frac
3501123558,BERNHARDT 1-13H,2/4/2017,24.35,100,57,57,0,0,964.74,1818.76,21,Shut in for frac
3501123558,BERNHARDT 1-13H,2/5/2017,0,0,0,0,0,0,965.75,1771.18,24,Shut in for frac
3501123558,BERNHARDT 1-13H,2/6/2017,0,0,0,0,0,0,967.51,1821.3,24,
3501123558,BERNHARDT 1-13H,2/7/2017,0,0,0,0,0,0,1150,1825,24,bled pressure off
3501123558,BERNHARDT 1-13H,2/8/2017,0,0,0,0,0,0,766.42,1791.42,24,
3501123558,BERNHARDT 1-13H,2/9/2017,0,0,0,0,0,0,205.46,1906.54,24,
3501123558,BERNHARDT 1-13H,2/10/2017,0,0,0,0,0,0,313,2329,24,
3501123558,BERNHARDT 1-13H,2/11/2017,0,0,0,0,0,0,319.97,2162.22,24,
3501123558,BERNHARDT 1-13H,2/12/2017,0,0,0,0,0,0,377.43,2189,24,
3501123558,BERNHARDT 1-13H,2/13/2017,0,0,0,0,0,0,377,2189,24,
3501123558,BERNHARDT 1-13H,2/14/2017,0,0,0,0,0,0,321,4.75,24,
3501123558,BERNHARDT 1-13H,2/15/2017,0,0,0,0,0,0,300.61,4.88,24,
3501123558,BERNHARDT 1-13H,2/16/2017,0,0,0,0,0,0,532.99,5.42,24,
3501123558,BERNHARDT 1-13H,2/17/2017,0,0,0,0,0,0,549.63,7.19,24,
3501123558,BERNHARDT 1-13H,2/18/2017,0,0,0,0,0,0,578.31,7.04,24,
3501123558,BERNHARDT 1-13H,2/19/2017,0,0,0,0,0,0,637.77,7.62,24,
3501123558,BERNHARDT 1-13H,2/20/2017,0,0,0,0,0,0,721.01,6.95,24,
3501123558,BERNHARDT 1-13H,2/21/2017,0,0,0,0,0,0,703.31,6.5,24,
3501123558,BERNHARDT 1-13H,2/22/2017,0,0,0,0,0,0,753.21,5.77,24,
3501123558,BERNHARDT 1-13H,2/23/2017,0,0,0,0,0,0,862.31,3.76,24,
3501123558,BERNHARDT 1-13H,2/24/2017,0,0,0,0,0,0,740.55,1,24,
3501123558,BERNHARDT 1-13H,2/25/2017,0,0,0,0,0,0,346.66,1.97,24,
3501123558,BERNHARDT 1-13H,2/26/2017,0,0,0,0,0,0,645.78,1.58,24,
3501123558,BERNHARDT 1-13H,2/27/2017,0,0,0,0,0,0,543.18,1.51,24,
3501123558,BERNHARDT 1-13H,2/28/2017,0,0,0,0,0,0,3216.2,3871.66,24,
3501123558,BERNHARDT 1-13H,3/1/2017,18.34,1942,16,16,0,0,1050,3450,0,1/2 gallon@hour
3501123558,BERNHARDT 1-13H,3/2/2017,0,3226,0,0,0,0,584.74,3140.1,0,gallon sand every 8 hours
3501123558,BERNHARDT 1-13H,3/3/2017,0,3043,0,0,0,0,302,2999,0,gallon sand every 12 hours
3501123558,BERNHARDT 1-13H,3/4/2017,1.67,2516,10,10,0,0,290.47,3148.98,0,2 t0 3 gallon sand every 4 hours 
3501123558,BERNHARDT 1-13H,3/5/2017,33.36,2465,82,82,0,0,509,3155,0,1 gallon sand every hour and half line pressure
3501123558,BERNHARDT 1-13H,3/6/2017,50.04,1635,114,114,0,0,159,3122,0,1 gallon @hour
3501123604,BERNHARDT 2-13H,2/13/2017,0,0,0,0,0,0,0,0,24,
3501123604,BERNHARDT 2-13H,2/14/2017,0,0,0,0,0,0,0,0,24,
3501123604,BERNHARDT 2-13H,2/15/2017,0,0,0,0,0,0,0,0,24,
3501123604,BERNHARDT 2-13H,2/16/2017,0,0,0,0,0,0,0,0,24,
3501123604,BERNHARDT 2-13H,2/17/2017,0,0,0,0,0,0,0,0,24,
3501123604,BERNHARDT 2-13H,2/18/2017,0,0,0,0,0,0,0,0,24,
3501123604,BERNHARDT 2-13H,2/19/2017,0,0,0,0,0,0,0,0,24,
3501123604,BERNHARDT 2-13H,2/20/2017,0,0,0,0,0,0,0,0,24,
3501123604,BERNHARDT 2-13H,2/21/2017,0,0,0,0,0,0,0,0,24,
3501123604,BERNHARDT 2-13H,2/22/2017,0,0,0,0,0,0,0,0,24,
3501123604,BERNHARDT 2-13H,2/23/2017,0,2111,5125,0,5125,0,0,2325,0,
3501123604,BERNHARDT 2-13H,2/24/2017,16.67,2384,162.37,133.5,28.87,0,0,2300,0,
3501123604,BERNHARDT 2-13H,2/25/2017,120,2384,239.9,239.9,0,0,0,2250,0,
3501123604,BERNHARDT 2-13H,2/26/2017,215,2441,425.24,425.24,0,0,0,2050,0,
3501123604,BERNHARDT 2-13H,2/27/2017,278.33,3047,522.74,522.74,0,0,0,1850,0,
3501123604,BERNHARDT 2-13H,2/28/2017,149.44,3122,562.62,562.62,0,0,0,1750,0,
3501123604,BERNHARDT 2-13H,3/1/2017,363.59,2962,654.33,654.33,0,0,0,1625,0,
3501123604,BERNHARDT 2-13H,3/2/2017,418.56,2804,695.62,695.62,0,0,0,1525,0,
